 *************************************************************************
 ************		    DDM3D_tri_part1		                    **********
 ************	        Algorithm developed by                  **********
 ************	 Kuriyama et al.(1993) and Tang et al. (2019)   **********
 ************	   Codes developed by Wong and Cui (2021)	    **********
 ************	       DDFS3D (version 1.0), 31-5-2021		    **********
 *************************************************************************
 Title: Penny shape crack (section S3-1 of the companion paper) to verify the triangular element                                 
 Modulus=  4.0000E+04  Poison ratio=    0.2500  KS=  0.0000E+00  KN=  0.0000E+00
 Initial stress field:
 Pxx=  0.0000E+00 Pyy=  0.0000E+00 Pzz=  0.0000E+00
 Pxy=  0.0000E+00 Pxz=  0.0000E+00 Pyz=  0.0000E+00
 Number of elements:       731
 Number of nodes   :       398
 Times of iteration:        54
 Computing time    :     10.65 s
 Coordinates of center of gravity and displacement discontinuities of each element:
  No.	     Gx            Gy            Gz            Dx            Dy           Dz 
  185   -5.7729E-01    6.7528E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9493E-05
  186   -7.1020E-01   -4.7165E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.2815E-05
  187   -3.8759E-01   -7.5539E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.3191E-05
  188   -8.3535E-01    2.8581E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.0307E-05
  189   -2.0673E-01    6.7468E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.3651E-05
  190    2.3057E-01    8.5217E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.0038E-05
  191    1.5933E-01    7.9196E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.6888E-05
  192    3.3847E-01   -8.1327E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.0370E-05
  193    4.7753E-01   -7.3873E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.0599E-05
  194   -8.5629E-01    2.3124E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9959E-05
  195   -3.3466E-02   -1.9115E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.9543E-05
  196    6.8952E-01   -5.5983E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9446E-05
  197   -1.4614E-01   -6.6717E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.4788E-05
  198   -4.6290E-01   -7.1254E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.2990E-05
  199    8.3976E-02   -8.9422E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.8650E-05
  200    6.4187E-01   -5.5411E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.3425E-05
  201    4.7496E-01   -4.7910E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.5342E-05
  202    7.8528E-01   -4.1570E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9321E-05
  203   -4.9255E-01   -3.9276E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.7686E-05
  204    2.2184E-01   -8.4729E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.0652E-05
  205   -1.9749E-01   -6.7882E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.3522E-05
  206    8.4180E-01   -2.5033E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.0639E-05
  207    5.8856E-01   -1.3701E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.8886E-05
  208    7.3689E-01   -4.2362E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.3235E-05
  209    8.1003E-01   -3.6256E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9569E-05
  210    2.4960E-01    9.0632E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3323E-05
  211    1.4610E-01    9.3168E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3092E-05
  212    5.8868E-01    7.3216E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3322E-05
  213    5.1101E-01    7.8866E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3189E-05
  214   -1.1033E-01    9.3147E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3867E-05
  215   -2.0859E-01    9.1691E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3202E-05
